job_title,company_name,location,job_type,experience_level,education_req,salary_range,job_requirements,job_responsibilities,posted_date,source_platform,education_min,salary_avg_numeric,experience_group,req_sales,req_excel_office,req_komunikasi,req_english
Technisi Building Management Denpasar,PT Pesonna Indonesia Jaya,Jakarta Pusat,Tidak Disebutkan,1 tahun,"D3, SMA",Rp 3.298.000 - Rp 4.000.000,"Minimal D3/S1 Teknik Mesin, Elektro, atau jurusan terkait. | Pengalaman minimal 3–5 tahun di bidang engineering gedung, dengan 1–2 tahun sebagai leader/koordinator. | Memahami sistem MEP (Mechanical, Electrical, Plumbing). | Leadership dan mampu mengelola tim teknisi,Problem solving yang baik dalam kondisi darurat. | Bersedia bekerja dengan sistem shift (Juga hari Libur Nasional & on call.) | Teliti, disiplin, dan memiliki integritas tinggi. | Domisili wajib Denpasar / Bali.","Mengawasi seluruh kegiatan operasional engineering (MEP: Mechanical, Electrical, Plumbing) di gedung. | Memastikan tim teknisi menjalankan preventive & corrective maintenance sesuai SOP. | Memastikan peralatan gedung seperti AC, lift, genset, fire alarm, hydrant, dan sistem listrik berfungsi dengan baik. | Memberikan pelatihan dasar kepada tim terkait perawatan alat dan keselamatan kerja. | Mendukung Building Manager dalam pengambilan keputusan teknis terkait operasional gedung. | Membuat laporan kondisi peralatan, jadwal maintenance, dan penggunaan material. | Memastikan penerapan standar K3 (Keselamatan & Kesehatan Kerja).",2026-03-03,Karir.com,SMA/SMK,3649000.0,Junior,0,0,0,0
E-Commerce Operations Supervisor,PT Pesonna Indonesia Jaya,Jakarta Pusat,Tidak Disebutkan,1 tahun,"S1, D3",Rp 7.000.000 - Rp 8.000.000,"Pendidikan minimal S1 (Manajemen, Bisnis, Sistem Informasi, atau setara). | Pengalaman minimal 2–3 tahun di bidang operasional e-commerce / marketplace. | Memahami alur order management, fulfillment, retur, dan refund. | Terbiasa mengelola marketplace dan/atau website e-commerce. | Mampu mengoperasikan dashboard penjualan dan laporan operasional. | Memiliki kemampuan analisis, problem solving, dan koordinasi yang baik. | Teliti, disiplin, dan mampu bekerja dengan target serta deadline. | Memiliki kemampuan leadership dan pengawasan tim operasional. | Mampu bekerja secara mandiri maupun tim. | Bersedia bekerja shift / lembur saat kebutuhan operasional. | Domisili JAKARTA DAN SEKITARNYA (DIUTAMAKAN)","Mengawasi operasional harian e-commerce (order, pembayaran, pengiriman, retur). | Mengelola proses order fulfillment sesuai SLA dan standar layanan. | Memonitor kinerja marketplace/website dan memastikan kelancaran operasional. | Berkoordinasi dengan tim warehouse, logistik, customer service, dan finance. | Menangani kendala operasional dan memastikan penyelesaian tepat waktu. | Memantau stok dan sinkronisasi data produk. | Menyusun laporan operasional dan monitoring KPI. | Mengawasi dan membina tim operasional e-commerce.",2026-03-03,Karir.com,D3,7500000.0,Junior,0,0,0,0
Business Analysis,PT Pesonna Indonesia Jaya,Jakarta Pusat,Tidak Disebutkan,3 tahun,"S1, D3",Rp 6.000.000 - Rp 8.500.000,"Minimal S1 di bidang Manajemen Bisnis, Ekonomi, Statistik, Teknik Industri, atau bidang terkait. | Pengalaman minimal 3–5 tahun di bidang Business Analyst, Strategic Planning, Commercial/Business Development, atau Data Analytics. | Pengalaman memimpin tim atau proyek menjadi nilai tambah. | Memahami konsep bisnis, alur kerja operasional, SOP, serta proses improvement.","Pengalaman minimal 3–5 tahun di bidang Business Analyst, Strategic Planning, Commercial/Business Development, atau Data Analytics. | Pengalaman memimpin tim atau proyek menjadi nilai tambah. | Mampu menganalisa data, memberikan masukan-masukan untuk strategi bisnis | Mampu melakukan analisis data, termasuk membaca pola bisnis, forecasting, dan market research. | Menguasai tool analitik seperti Excel advanced, SQL, Power BI / Tableau (nilai tambah). | Memahami financial modeling, perhitungan ROI, cost–benefit analysis, dan budgeting. | Mampu membuat business case, project evaluation, dan rekomendasi strategis. | Analisis proses bisnis (business process mapping) seperti BPMN menjadi nilai tambah. | Analytical thinking & kemampuan problem solving yang kuat. | Strategic thinking (mampu melihat gambaran besar dan dampak bisnis). | Communication & presentation skills – mampu menyampaikan insight secara jelas ke manajemen. | Decision making berbasis data. | Project management dan kemampuan koordinasi lintas departemen. | Kemampuan bekerja dalam deadline ketat dan lingkungan yang cepat berubah. | Memiliki jiwa Leadership | Kolaboratif dengan unit lain (operasional, finance, marketing, HR). | Proaktif dalam memberi masukan strategis kepada manajemen. | Memilki Sikap Kerja pada Detail, teliti, kritis, Adaptif dan cepat belajar. | Memiliki integritas tinggi dan orientasi pada hasil. | Mampu bekerja mandiri maupun dalam tim.",2026-03-03,Karir.com,D3,7250000.0,Mid,1,1,1,0
Engineering Staff Jakarta,PT Pesonna Indonesia Jaya,Jakarta Pusat,Tidak Disebutkan,2 tahun,"S1, D3",Rp 5.000.000 - Rp 5.500.000,"Minimal S1 Teknik Elektro, Mesin, Industri, atau Teknologi Informasi (atau bidang terkait). | Pengalaman minimal 1 tahun di bidang engineering/building management, dengan 2 tahun di posisi leader/supervisor. | Berpengalaman mengelola Building Management System (BMS), digital monitoring tools. | Paham analisis data teknis | Memiliki leadership & komunikasi yang baik. | Latar belakang teknik (Elektro, Mesin, IT, atau setara)","Menguasai preventive & corrective maintenance berbasis sistem digital. | Memahami konsep smart building, efisiensi energi, dan sustainability. | Familiar dengan software CMMS. | Memiliki kemampuan troubleshooting sistem mekanikal, elektrikal, dan IT-based equipment. | Mampu memimpin dan mengembangkan tim teknisi. | Terbiasa menyusun rencana kerja, SOP, dan laporan digital. | Komunikatif dan mampu berkoordinasi dengan vendor/tenant/internal | Berpikir analitis dan problem solving berbasis data. | Adaptif terhadap teknologi baru. | Proaktif dalam inovasi untuk meningkatkan kinerja sistem digital building.",2026-03-03,Karir.com,D3,5250000.0,Junior,0,0,1,0
Gondola Staff Jakarta,PT Pesonna Indonesia Jaya,Jakarta Pusat,Tidak Disebutkan,1 tahun,D3,Rp 6.000.000 - Rp 6.500.000,"Domisili WAJIB DI SEKITAR JAKARTA  | Pendidikan minimal D3/ sederajat. | Usia ideal 25 – 35 tahun. | Sehat jasmani & rohani.,Tidak memiliki riwayat penyakit vertigo atau takut ketinggian. | Memiliki pengalaman kerja sebagai gondola staff / rope access minimal 1 tahun (lebih disukai). | Memiliki Sertifikat K3 Kerja di Ketinggian ( lebih diutamakan). | Memahami dasar penggunaan APD (Alat Pelindung Diri).","Mengoperasikan gondola sesuai SOP dan standar keselamatan kerja. | Melakukan pembersihan kaca gedung (façade), ACP, dan area luar gedung lainnya. | Mematuhi standar K3 (Keselamatan dan Kesehatan Kerja). | Melakukan pengecekan rutin kabel sling, motor gondola, panel kontrol, dan sistem pengaman. | Melaporkan kerusakan atau gangguan teknis kepada Engineering/Building Management. | Menjaga kebersihan dan kelayakan alat kerja. | Membuat laporan pekerjaan (area yang sudah dikerjakan). | Dokumentasi sebelum dan sesudah pekerjaan (jika diperlukan).",2026-03-03,Karir.com,D3,6250000.0,Junior,0,0,0,0
Account Executive Provider Palembang,PT Rajawali Anugrah Resources,Jakarta Selatan,Tidak Disebutkan,1 tahun,SMA,Rp 3.917.000 - Rp 6.000.000,Pria/Wanita | Minimal Smu/Smk | Minimal usia 20 tahun dan maksimal 45 tahun | Wajib ada motor | Wajib ada pengalaman sales/marketing lapangan | Bisa chat langsung Pak Avim WA : 08561500304,"Menawarkan produk wifi internet ke customer / pelanggan ( sebar brosur ) | DTD, Jaga Stand / Pameran dan Digital Marketing | Memaintance customer / pelanggan | Target penjualan | Report harian, mingguan dan bulanan ke leader / supervisor sales | Bisa chat langsung Pak Avim WA : 08561500304",2026-03-03,Karir.com,SMA/SMK,4958500.0,Junior,1,0,0,0
Account Executive Provider Semarang,PT Rajawali Anugrah Resources,Jakarta Selatan,Tidak Disebutkan,1 tahun,SMA,Rp 3.455.000 - Rp 5.000.000,Pria/Wanita | Minimal Smu/Smk | Minimal usia 20 tahun dan maksimal 45 tahun | Wajib ada motor | Wajib ada pengalaman sales/marketing lapangan | Bisa chat langsung Pak Avim WA : 08561500304,"Menawarkan produk wifi internet ke customer / pelanggan ( sebar brosur ) | DTD, Jaga Stand / Pameran dan Digital Marketing | Memaintance customer / pelanggan | Target penjualan | Report harian, mingguan dan bulanan ke leader / supervisor sales | Bisa chat langsung Pak Avim WA : 08561500304",2026-03-03,Karir.com,SMA/SMK,4227500.0,Junior,1,0,0,0
Account Executive Provider Binjai,PT Rajawali Anugrah Resources,Jakarta Selatan,Tidak Disebutkan,1 tahun,SMA,Rp 3.076.000 - Rp 5.000.000,Pria/Wanita | Minimal Smu/Smk | Minimal usia 20 tahun dan maksimal 45 tahun | Wajib ada motor | Wajib ada pengalaman sales/marketing lapangan | Bisa chat langsung Pak Avim WA : 08561500304,"Menawarkan produk wifi internet ke customer / pelanggan ( sebar brosur ) | DTD, Jaga Stand / Pameran dan Digital Marketing | Memaintance customer / pelanggan | Target penjualan | Report harian, mingguan dan bulanan ke leader / supervisor sales | Bisa chat langsung Pak Avim WA : 08561500304",2026-03-03,Karir.com,SMA/SMK,4038000.0,Junior,1,0,0,0
QUALITY ENGINEER,PT Rajawali Anugrah Resources,Jakarta Selatan,Tidak Disebutkan,3 tahun,"S2, S1",Rp 6.000.000 - Rp 7.000.000,"Gelar S1/S2 di bidang Teknik (Industri, Mesin, Elektro, Biomedis) atau bidang sains/teknik terkait. | Minimal 3 tahun pengalaman sebagai Quality Engineer, wajib berpengalaman di industri yang teregulasi seperti alat kesehatan, farmasi, atau otomotif. | Menguasai metodologi analisis akar penyebab (Root Cause Analysis) dan quality tools (seperti FMEA, 8D, Diagram Pareto, Fishbone). | Memahami dan berpengalaman dalam menerapkan ISO 13485, FDA 21 CFR Part 820, dan ISO 14971 (Risk Management). | Memiliki pengalaman dalam proses validasi (IQ/OQ/PQ) dan prinsip Good Manufacturing Practice (GMP). | Kemampuan bahasa Inggris aktif (minimal pasif sangat kuat) untuk membaca dan memahami standar teknis serta menulis laporan investigasi. | Mahir menggunakan Microsoft Excel untuk analisis data statistik (pivot, chart, formula kompleks). Pengalaman dengan software statistik (Minitab, JMP) menjadi nilai tambah. | Memiliki pola pikir analitis yang kuat, sistematis, detail-oriented, dan berorientasi pada solusi. | Keterampilan komunikasi dan presentasi yang baik untuk menjelaskan isu teknis secara jelas kepada berbagai level organisasi. | Dapat bekerja secara mandiri maupun dalam tim, proaktif, dan memiliki komitmen terhadap peningkatan berkelanjutan.","Melakukan investigasi teknis mendalam terhadap ketidaksesuaian produk, keluhan pelanggan, dan temuan audit untuk mengidentifikasi akar penyebab. | Mengembangkan, mengimplementasikan, dan memvalidasi rencana Corrective and Preventive Action (CAPA) yang efektif untuk mencegah terulangnya masalah. | Menyusun dan memperbarui dokumentasi teknis kualitas seperti Prosedur Inspeksi, Instruksi Kerja, dan rencana pengendalian kualitas. | Memimpin atau mendukung aktivitas validasi proses produksi, kualifikasi peralatan, dan validasi software sesuai dengan regulasi yang berlaku. | Menganalisis data kualitas dan data proses menggunakan alat statistik untuk memantau kinerja, mengidentifikasi tren, dan mengusulkan perbaikan. | Bekerja sama dengan tim R&D dalam fase pengembangan produk baru untuk memastikan aspek kualitas dan manufakturabilitas terintegrasi sejak awal (Design for Manufacturing/Quality). | Memberikan dukungan teknis kualitas kepada tim produksi untuk menyelesaikan masalah teknis yang kompleks di lini secara cepat dan tepat. | Berpartisipasi dalam tinjauan desain dan perubahan produk (Design Review, Change Control) untuk menilai dampak terhadap kualitas. | Mendukung persiapan dan pelaksanaan audit internal serta audit eksternal dari badan regulasi atau pelanggan. | Melatih personel terkait tentang prosedur kualitas baru, alat analisis, atau prinsip dasar jaminan kualitas.",2026-03-03,Karir.com,S1,6500000.0,Mid,0,1,1,1
PURCHASING STAFF,PT Rajawali Anugrah Resources,Jakarta Selatan,Tidak Disebutkan,1 tahun,S1,Rp 6.000.000 - Rp 7.000.000,"Gelar S1 di bidang apapun, preferensi Manajemen, Bisnis, atau Teknik. | Minimal 1 tahun pengalaman di bidang purchasing, procurement, atau administrasi logistik. | Kemampuan bahasa Inggris menengah untuk komunikasi email dengan supplier. | Mahir Microsoft Office (Excel, Word). Teliti dan terorganisir. | Komunikasi baik, dapat bekerja dalam tim, proaktif, dan jujur. | Kemauan belajar yang tinggi tentang produk dan proses perusahaan.","Membantu dalam pembuatan, pengiriman, dan pengarsipan Purchase Order (PO). | Berkomunikasi dengan supplier untuk konfirmasi harga, ketersediaan stok, dan penjadwalan pengiriman. | Memasukkan dan memperbarui data supplier, harga, dan riwayat transaksi ke dalam sistem. | Menangani pembelian kebutuhan operasional kantor dan umum. | Membantu dalam pengumpulan dokumen untuk evaluasi supplier. | Membantu menyiapkan laporan pembelian rutin.",2026-03-03,Karir.com,S1,6500000.0,Junior,0,1,1,1
Supervisor Sales Provider Surabaya,PT Rajawali Anugrah Resources,Jakarta Selatan,Tidak Disebutkan,2 tahun,SMA,Rp 6.000.000 - Rp 7.000.000,Pria/Wanita | Minimal smu/smk | Wajib ada motor | Wajib pengalaman supervisor sales lapangan door to door minimal 2-3 tahun | Penempatan kerjanya di Surabaya | Bisa chat langsung Pak Avim WA : 08561500304,"Menawarkan produk wifi ke customer secara door to door | Memaintance team sales di lapangan | Membantu kendala team ales di lapangan | Memotivasi team sales agar capai target | Report sales harian, mingguan dan bulanan ke manajer sales | Bisa chat langsung Pak Avim WA : 08561500304",2026-03-03,Karir.com,SMA/SMK,6500000.0,Junior,1,0,0,0
Account Executive Provider Sleman Jawa Tengah,PT Rajawali Anugrah Resources,Jakarta Selatan,Tidak Disebutkan,,SMA,Rp 2.467.000 - Rp 4.000.000,Pria/Wanita | Minimal Smu/Smk | Minimal usia 18 tahun dan maksimal 45 tahun | Wajib ada motor | Minimal Freshgraduate persilahkan melamar | Bisa chat langsung Pak Avim WA : 08561500304,"Menawarkan produk wifi internet ke customer / pelanggan ( sebar brosur ) | DTD, Jaga Stand / Pameran dan Digital Marketing | Memaintance customer / pelanggan | Target penjualan | Report harian, mingguan dan bulanan ke leader / supervisor sales | Bisa chat langsung Pak Avim WA : 08561500304",2026-03-03,Karir.com,SMA/SMK,3233500.0,Unknown,1,0,0,0
Account Executive Provider Jakarta,PT Rajawali Anugrah Resources,Jakarta Selatan,Tidak Disebutkan,1 tahun,SMA,Rp 5.397.000 - Rp 7.000.000,Pria/Wanita | Minimal Smu/Smk | Minimal usia 20 tahun dan maksimal 45 tahun | Wajib ada motor | Wajib ada pengalaman sales/marketing lapangan | Bisa chat langsung Pak Avim WA : 08561500304,"Menawarkan produk wifi internet ke customer / pelanggan ( sebar brosur ) | DTD, Jaga Stand / Pameran dan Digital Marketing | Memaintance customer / pelanggan | Target penjualan | Report harian, mingguan dan bulanan ke leader / supervisor sales | Bisa chat langsung Pak Avim WA : 08561500304",2026-03-03,Karir.com,SMA/SMK,6198500.0,Junior,1,0,0,0
Salesman - Palangkaraya,"PT Enseval Putera Megatrading, Tbk",Palangkaraya,Tidak Disebutkan,,D3,Rp 2.000.000 - Rp 3.000.000,Pendidikan min. Diploma (D3) semua jurusan. | Dapat mengendarai motor (memiliki SIM C). | Kemampuan komunikasi dan pemasaran yang baik. | Gigih dan inovatif. | Penempatan : PT. Tri Sapta Jaya (Subsidiaris PT. Enseval Putera Megatrading) cabang Palangkaraya (www.trisaptajaya.co.id),"Mencari pelanggan potensial, memperkenalkan produk, dan menjual produk perusahaan kepada mereka. | Bertanggung jawab atas mencapai target penjualan yang telah ditentukan oleh perusahaan. | Berinteraksi dengan pelanggan, menawarkan penawaran, dan melakukan negosiasi untuk mencapai kesepakatan penjualan. | Melakukan penagihan kepada pelanggan sesuai dengan persyaratan yang telah disepakati.",2026-03-03,Karir.com,D3,2500000.0,Unknown,0,0,1,0
